peak_name	gene	sym	cluster
peak_153746	ENSG00000184863	RBM33	Cluster_3
peak_153996	ENSG00000146918	NCAPG2	Cluster_3
peak_153996	ENSG00000117868	ESYT2	Cluster_3
peak_154572	ENSG00000155970	MICU3	Cluster_3
peak_154574	ENSG00000155970	MICU3	Cluster_3
peak_155862	ENSG00000165392	WRN	Cluster_3
peak_155862	ENSG00000172733	PURG	Cluster_3
peak_156086	ENSG00000183779	ZNF703	Cluster_3
peak_156113	ENSG00000020181	ADGRA2	Cluster_3
peak_156161	ENSG00000147535	PLPP5	Cluster_3
peak_156710	ENSG00000168300	PCMTD1	Cluster_3
peak_157932	ENSG00000091656	ZFHX4	Cluster_3
peak_158013	ENSG00000164683	HEY1	Cluster_3
peak_158150	ENSG00000076641	PAG1	Cluster_3
peak_158167	ENSG00000076641	PAG1	Cluster_3
peak_158197	ENSG00000164687	FABP5	Cluster_3
peak_158197	ENSG00000205186	FABP9	Cluster_3
peak_158337	ENSG00000156103	MMP16	Cluster_3
peak_158401	ENSG00000104320	NBN	Cluster_3
peak_158408	ENSG00000104312	RIPK2	Cluster_3
peak_158749	ENSG00000175895	PLEKHF2	Cluster_3
peak_158796	ENSG00000156466	GDF6	Cluster_3
peak_159169	ENSG00000186106	ANKRD46	Cluster_3
peak_159423	ENSG00000104517	UBR5	Cluster_3
peak_159424	ENSG00000104517	UBR5	Cluster_3
peak_159467	ENSG00000155096	AZIN1	Cluster_3
peak_159469	ENSG00000155096	AZIN1	Cluster_3
peak_159631	ENSG00000169946	ZFPM2	Cluster_3
peak_159631	ENSG00000147650	LRP12	Cluster_3
peak_159633	ENSG00000169946	ZFPM2	Cluster_3
peak_159633	ENSG00000147650	LRP12	Cluster_3
peak_160315	ENSG00000164761	TNFRSF11B	Cluster_3
peak_160944	ENSG00000104549	SQLE	Cluster_3
peak_161178	ENSG00000168672	LRATD2	Cluster_3
peak_161933	ENSG00000066827	ZFAT	Cluster_3
peak_161973	ENSG00000131773	KHDRBS3	Cluster_3
peak_162983	ENSG00000120217	CD274	Cluster_3
peak_162986	ENSG00000120217	CD274	Cluster_3
peak_162986	ENSG00000197646	PDCD1LG2	Cluster_3
peak_162988	ENSG00000120217	CD274	Cluster_3
peak_162994	ENSG00000197646	PDCD1LG2	Cluster_3
peak_162995	ENSG00000197646	PDCD1LG2	Cluster_3
peak_163348	ENSG00000173068	BNC2	Cluster_3
peak_163350	ENSG00000173068	BNC2	Cluster_3
peak_163681	ENSG00000147889	CDKN2A	Cluster_3
peak_163699	ENSG00000147883	CDKN2B	Cluster_3
peak_164120	ENSG00000159899	NPR2	Cluster_3
peak_164478	ENSG00000107242	PIP5K1B	Cluster_3
peak_164569	ENSG00000119138	KLF9	Cluster_3
peak_164992	ENSG00000156052	GNAQ	Cluster_3
peak_165249	ENSG00000178966	RMI1	Cluster_3
peak_165249	ENSG00000165119	HNRNPK	Cluster_3
peak_165253	ENSG00000178966	RMI1	Cluster_3
peak_165253	ENSG00000165119	HNRNPK	Cluster_3
peak_165465	ENSG00000180447	GAS1	Cluster_3
peak_165676	ENSG00000148082	SHC3	Cluster_3
peak_165676	ENSG00000123975	CKS2	Cluster_3
peak_166142	ENSG00000048828	FAM120A	Cluster_3
peak_166142	ENSG00000188938	FAM120AOS	Cluster_3
peak_166481	ENSG00000165244	ZNF367	Cluster_3
peak_166481	ENSG00000158122	PRXL2C	Cluster_3
peak_166737	ENSG00000106799	TGFBR1	Cluster_3
peak_167003	ENSG00000070214	SLC44A1	Cluster_3
peak_167815	ENSG00000106948	AKNA	Cluster_3
peak_168649	ENSG00000136935	GOLGA1	Cluster_3
peak_168649	ENSG00000173611	SCAI	Cluster_3
peak_168800	ENSG00000119487	MAPKAP1	Cluster_3
peak_168813	ENSG00000167081	PBX3	Cluster_3
peak_168815	ENSG00000167081	PBX3	Cluster_3
peak_169038	ENSG00000160404	TOR2A	Cluster_3
peak_169041	ENSG00000160404	TOR2A	Cluster_3
peak_169041	ENSG00000167103	PIP5KL1	Cluster_3
peak_169050	ENSG00000136877	FPGS	Cluster_3
peak_169431	ENSG00000097007	ABL1	Cluster_3
peak_169431	ENSG00000288570	NA	Cluster_3
peak_169432	ENSG00000097007	ABL1	Cluster_3
peak_169432	ENSG00000288570	NA	Cluster_3
peak_169433	ENSG00000097007	ABL1	Cluster_3
peak_169433	ENSG00000288570	NA	Cluster_3
peak_169434	ENSG00000097007	ABL1	Cluster_3
peak_169434	ENSG00000288570	NA	Cluster_3
peak_169550	ENSG00000107263	RAPGEF1	Cluster_3
peak_169551	ENSG00000107263	RAPGEF1	Cluster_3
peak_169558	ENSG00000107263	RAPGEF1	Cluster_3
peak_169835	ENSG00000160293	VAV2	Cluster_3
peak_790	ENSG00000049239	H6PD	Cluster_4
peak_1498	ENSG00000055070	SZRD1	Cluster_4
peak_1840	ENSG00000053372	MRTO4	Cluster_4
peak_1840	ENSG00000127463	EMC1	Cluster_4
peak_2642	ENSG00000117643	MAN1C1	Cluster_4
peak_2642	ENSG00000162430	SELENON	Cluster_4
peak_3308	ENSG00000084623	EIF3I	Cluster_4
peak_3308	ENSG00000160055	TMEM234	Cluster_4
peak_3308	ENSG00000175130	MARCKSL1	Cluster_4
peak_6482	ENSG00000116717	GADD45A	Cluster_4
peak_6491	ENSG00000172380	GNG12	Cluster_4
peak_6512	ENSG00000162595	DIRAS3	Cluster_4
peak_6522	ENSG00000162595	DIRAS3	Cluster_4
peak_6991	ENSG00000174021	GNG5	Cluster_4
peak_6991	ENSG00000122432	SPATA1	Cluster_4
peak_7091	ENSG00000142871	CCN1	Cluster_4
peak_7091	ENSG00000153904	DDAH1	Cluster_4
peak_7092	ENSG00000142871	CCN1	Cluster_4
peak_7092	ENSG00000153904	DDAH1	Cluster_4
peak_7102	ENSG00000142871	CCN1	Cluster_4
peak_7102	ENSG00000153904	DDAH1	Cluster_4
peak_7265	ENSG00000143013	LMO4	Cluster_4
peak_7768	ENSG00000117519	CNN3	Cluster_4
peak_7769	ENSG00000117519	CNN3	Cluster_4
peak_7780	ENSG00000117519	CNN3	Cluster_4
peak_7782	ENSG00000117519	CNN3	Cluster_4
peak_7783	ENSG00000117519	CNN3	Cluster_4
peak_8180	ENSG00000134243	SORT1	Cluster_4
peak_8490	ENSG00000155367	PPM1J	Cluster_4
peak_8490	ENSG00000184599	TAFA3	Cluster_4
peak_8624	ENSG00000116774	OLFML3	Cluster_4
peak_8625	ENSG00000116774	OLFML3	Cluster_4
peak_8774	ENSG00000134259	NGF	Cluster_4
peak_9617	ENSG00000160714	UBE2Q1	Cluster_4
peak_9617	ENSG00000143603	KCNN3	Cluster_4
peak_9701	ENSG00000185499	MUC1	Cluster_4
peak_9701	ENSG00000169231	THBS3	Cluster_4
peak_9701	ENSG00000125459	MSTO1	Cluster_4
peak_9843	ENSG00000143303	RRNAD1	Cluster_4
peak_9843	ENSG00000187800	PEAR1	Cluster_4
peak_9936	ENSG00000183853	KIRREL1	Cluster_4
peak_9937	ENSG00000183853	KIRREL1	Cluster_4
peak_10236	ENSG00000162733	DDR2	Cluster_4
peak_10237	ENSG00000162733	DDR2	Cluster_4
peak_10250	ENSG00000185860	CCDC190	Cluster_4
peak_10250	ENSG00000117152	RGS4	Cluster_4
peak_10256	ENSG00000117152	RGS4	Cluster_4
peak_10258	ENSG00000117152	RGS4	Cluster_4
peak_10264	ENSG00000117152	RGS4	Cluster_4
peak_10282	ENSG00000117152	RGS4	Cluster_4
peak_10578	ENSG00000197965	MPZL1	Cluster_4
peak_10597	ENSG00000143164	DCAF6	Cluster_4
peak_10597	ENSG00000143158	MPC2	Cluster_4
peak_10788	ENSG00000116132	PRRX1	Cluster_4
peak_10817	ENSG00000120370	GORAB	Cluster_4
peak_10817	ENSG00000116132	PRRX1	Cluster_4
peak_10820	ENSG00000116132	PRRX1	Cluster_4
peak_10821	ENSG00000116132	PRRX1	Cluster_4
peak_11507	ENSG00000116191	RALGPS2	Cluster_4
peak_11675	ENSG00000135835	KIAA1614	Cluster_4
peak_11742	ENSG00000153029	MR1	Cluster_4
peak_11742	ENSG00000162783	IER5	Cluster_4
peak_12051	ENSG00000116667	C1orf21	Cluster_4
peak_12054	ENSG00000116667	C1orf21	Cluster_4
peak_12207	ENSG00000073756	PTGS2	Cluster_4
peak_12322	ENSG00000116741	RGS2	Cluster_4
peak_12443	ENSG00000143355	LHX9	Cluster_4
peak_12448	ENSG00000151414	NEK7	Cluster_4
peak_13915	ENSG00000152104	PTPN14	Cluster_4
peak_14384	ENSG00000136630	HLX	Cluster_4
peak_14556	ENSG00000154309	DISP1	Cluster_4
peak_14798	ENSG00000154380	ENAH	Cluster_4
peak_14800	ENSG00000154380	ENAH	Cluster_4
peak_15020	ENSG00000143761	ARF1	Cluster_4
peak_16401	ENSG00000179456	ZBTB18	Cluster_4
peak_16403	ENSG00000179456	ZBTB18	Cluster_4
peak_16585	ENSG00000162852	CNST	Cluster_4
peak_16585	ENSG00000162851	TFB2M	Cluster_4
peak_16587	ENSG00000162852	CNST	Cluster_4
peak_16587	ENSG00000162851	TFB2M	Cluster_4
peak_16854	ENSG00000067082	KLF6	Cluster_4
peak_16858	ENSG00000067082	KLF6	Cluster_4
peak_17783	ENSG00000148468	FAM171A1	Cluster_4
peak_17938	ENSG00000026025	VIM	Cluster_4
peak_17943	ENSG00000026025	VIM	Cluster_4
peak_18371	ENSG00000165312	OTUD1	Cluster_4
peak_18964	ENSG00000165757	JCAD	Cluster_4
peak_18966	ENSG00000165757	JCAD	Cluster_4
peak_19298	ENSG00000099250	NRP1	Cluster_4
peak_19302	ENSG00000099250	NRP1	Cluster_4
peak_19303	ENSG00000099250	NRP1	Cluster_4
peak_19519	ENSG00000177283	FZD8	Cluster_4
peak_19530	ENSG00000177283	FZD8	Cluster_4
peak_19772	ENSG00000107562	CXCL12	Cluster_4
peak_20510	ENSG00000138311	ZNF365	Cluster_4
peak_20510	ENSG00000285837	NA	Cluster_4
peak_20889	ENSG00000197467	COL13A1	Cluster_4
peak_21536	ENSG00000165655	ZNF503	Cluster_4
peak_21738	ENSG00000108175	ZMIZ1	Cluster_4
peak_21771	ENSG00000108175	ZMIZ1	Cluster_4
peak_21772	ENSG00000108175	ZMIZ1	Cluster_4
peak_21791	ENSG00000108175	ZMIZ1	Cluster_4
peak_21880	ENSG00000108175	ZMIZ1	Cluster_4
peak_22363	ENSG00000138134	STAMBPL1	Cluster_4
peak_23623	ENSG00000107882	SUFU	Cluster_4
peak_23623	ENSG00000138107	ACTR1A	Cluster_4
peak_23623	ENSG00000171206	TRIM8	Cluster_4
peak_23629	ENSG00000171206	TRIM8	Cluster_4
peak_23630	ENSG00000171206	TRIM8	Cluster_4
peak_24016	ENSG00000138166	DUSP5	Cluster_4
peak_24072	ENSG00000108061	SHOC2	Cluster_4
peak_24072	ENSG00000214413	BBIP1	Cluster_4
peak_25084	ENSG00000166033	HTRA1	Cluster_4
peak_25443	ENSG00000148848	ADAM12	Cluster_4
peak_25444	ENSG00000148848	ADAM12	Cluster_4
peak_25447	ENSG00000148848	ADAM12	Cluster_4
peak_25450	ENSG00000148848	ADAM12	Cluster_4
peak_25464	ENSG00000148848	ADAM12	Cluster_4
peak_25468	ENSG00000148848	ADAM12	Cluster_4
peak_25470	ENSG00000148848	ADAM12	Cluster_4
peak_25484	ENSG00000150760	DOCK1	Cluster_4
peak_26119	ENSG00000166311	SMPD1	Cluster_4
peak_26119	ENSG00000166337	TAF10	Cluster_4
peak_26119	ENSG00000166333	ILK	Cluster_4
peak_26119	ENSG00000132275	RRP8	Cluster_4
peak_26138	ENSG00000166337	TAF10	Cluster_4
peak_26138	ENSG00000166333	ILK	Cluster_4
peak_26138	ENSG00000132275	RRP8	Cluster_4
peak_26152	ENSG00000166337	TAF10	Cluster_4
peak_26152	ENSG00000158042	MRPL17	Cluster_4
peak_26557	ENSG00000110315	RNF141	Cluster_4
peak_27004	ENSG00000133818	RRAS2	Cluster_4
peak_27951	ENSG00000110427	KIAA1549L	Cluster_4
peak_27977	ENSG00000085063	CD59	Cluster_4
peak_28231	ENSG00000179431	FJX1	Cluster_4
peak_29103	ENSG00000110108	TMEM109	Cluster_4
peak_29103	ENSG00000167987	VPS37C	Cluster_4
peak_29509	ENSG00000068971	PPP2R5B	Cluster_4
peak_29509	ENSG00000110046	ATG2A	Cluster_4
peak_29620	ENSG00000174903	RAB1B	Cluster_4
peak_30192	ENSG00000110092	CCND1	Cluster_4
peak_30195	ENSG00000110092	CCND1	Cluster_4
peak_30453	ENSG00000149357	LAMTOR1	Cluster_4
peak_30453	ENSG00000284844	NA	Cluster_4
peak_30453	ENSG00000165458	INPPL1	Cluster_4
peak_30454	ENSG00000149357	LAMTOR1	Cluster_4
peak_30454	ENSG00000284844	NA	Cluster_4
peak_30471	ENSG00000165462	PHOX2A	Cluster_4
peak_30472	ENSG00000165462	PHOX2A	Cluster_4
peak_30474	ENSG00000165462	PHOX2A	Cluster_4
peak_30474	ENSG00000162129	CLPB	Cluster_4
peak_31045	ENSG00000137474	MYO7A	Cluster_4
peak_31045	ENSG00000074201	CLNS1A	Cluster_4
peak_31105	ENSG00000087884	AAMDC	Cluster_4
peak_31105	ENSG00000048649	RSF1	Cluster_4
peak_31108	ENSG00000087884	AAMDC	Cluster_4
peak_31108	ENSG00000048649	RSF1	Cluster_4
peak_31204	ENSG00000149256	TENM4	Cluster_4
peak_31209	ENSG00000149256	TENM4	Cluster_4
peak_31279	ENSG00000165490	DDIAS	Cluster_4
peak_31279	ENSG00000137509	PRCP	Cluster_4
peak_32317	ENSG00000152402	GUCY1A2	Cluster_4
peak_32531	ENSG00000137727	ARHGAP20	Cluster_4
peak_33053	ENSG00000167257	RNF214	Cluster_4
peak_33053	ENSG00000110274	CEP164	Cluster_4
peak_33053	ENSG00000186318	BACE1	Cluster_4
peak_33654	ENSG00000166250	CLMP	Cluster_4
peak_33891	ENSG00000110080	ST3GAL4	Cluster_4
peak_35856	ENSG00000151491	EPS8	Cluster_4
peak_35859	ENSG00000151491	EPS8	Cluster_4
peak_36012	ENSG00000121361	KCNJ8	Cluster_4
peak_36012	ENSG00000069431	ABCC9	Cluster_4
peak_36172	ENSG00000123094	RASSF8	Cluster_4
peak_36177	ENSG00000123094	RASSF8	Cluster_4
peak_36221	ENSG00000123096	SSPN	Cluster_4
peak_36221	ENSG00000123095	BHLHE41	Cluster_4
peak_36223	ENSG00000123096	SSPN	Cluster_4
peak_36223	ENSG00000123095	BHLHE41	Cluster_4
peak_36227	ENSG00000123096	SSPN	Cluster_4
peak_36227	ENSG00000123095	BHLHE41	Cluster_4
peak_36231	ENSG00000123095	BHLHE41	Cluster_4
peak_36451	ENSG00000110888	CAPRIN2	Cluster_4
peak_37095	ENSG00000134294	SLC38A2	Cluster_4
peak_37107	ENSG00000134294	SLC38A2	Cluster_4
peak_37514	ENSG00000110881	ASIC1	Cluster_4
peak_37692	ENSG00000196876	SCN8A	Cluster_4
peak_38136	ENSG00000257390	NA	Cluster_4
peak_38136	ENSG00000135392	DNAJC14	Cluster_4
peak_38538	ENSG00000196935	SRGAP1	Cluster_4
peak_38755	ENSG00000149948	HMGA2	Cluster_4
peak_38766	ENSG00000149948	HMGA2	Cluster_4
peak_38914	ENSG00000127334	DYRK2	Cluster_4
peak_39373	ENSG00000139289	PHLDA1	Cluster_4
peak_39376	ENSG00000139289	PHLDA1	Cluster_4
peak_39447	ENSG00000091039	OSBPL8	Cluster_4
peak_39480	ENSG00000165891	E2F7	Cluster_4
peak_39481	ENSG00000165891	E2F7	Cluster_4
peak_39481	ENSG00000067798	NAV3	Cluster_4
peak_39891	ENSG00000139318	DUSP6	Cluster_4
peak_40234	ENSG00000120833	SOCS2	Cluster_4
peak_40407	ENSG00000028203	VEZT	Cluster_4
peak_40407	ENSG00000180263	FGD6	Cluster_4
peak_41530	ENSG00000110880	CORO1C	Cluster_4
peak_41531	ENSG00000110880	CORO1C	Cluster_4
peak_41932	ENSG00000151176	PLBD2	Cluster_4
peak_42503	ENSG00000111707	SUDS3	Cluster_4
peak_42821	ENSG00000276045	ORAI1	Cluster_4
peak_42963	ENSG00000182196	ARL6IP4	Cluster_4
peak_42963	ENSG00000111328	CDK2AP1	Cluster_4
peak_42964	ENSG00000182196	ARL6IP4	Cluster_4
peak_42964	ENSG00000111328	CDK2AP1	Cluster_4
peak_43770	ENSG00000151835	SACS	Cluster_4
peak_44339	ENSG00000122042	UBL3	Cluster_4
peak_44721	ENSG00000180660	MAB21L1	Cluster_4
peak_44723	ENSG00000180660	MAB21L1	Cluster_4
peak_44734	ENSG00000180660	MAB21L1	Cluster_4
peak_44737	ENSG00000180660	MAB21L1	Cluster_4
peak_44867	ENSG00000133110	POSTN	Cluster_4
peak_44871	ENSG00000133107	TRPC4	Cluster_4
peak_45513	ENSG00000139687	RB1	Cluster_4
peak_46051	ENSG00000118922	KLF12	Cluster_4
peak_46057	ENSG00000118922	KLF12	Cluster_4
peak_46337	ENSG00000136158	SPRY2	Cluster_4
peak_46344	ENSG00000136158	SPRY2	Cluster_4
peak_46901	ENSG00000198542	ITGBL1	Cluster_4
peak_46905	ENSG00000198542	ITGBL1	Cluster_4
peak_47035	ENSG00000204442	FAM155A	Cluster_4
peak_47040	ENSG00000204442	FAM155A	Cluster_4
peak_47046	ENSG00000204442	FAM155A	Cluster_4
peak_47142	ENSG00000185950	IRS2	Cluster_4
peak_47478	ENSG00000185989	RASA3	Cluster_4
peak_47487	ENSG00000185989	RASA3	Cluster_4
peak_48147	ENSG00000151320	AKAP6	Cluster_4
peak_48580	ENSG00000100934	SEC23A	Cluster_4
peak_48763	ENSG00000165527	ARF6	Cluster_4
peak_48819	ENSG00000012983	MAP4K5	Cluster_4
peak_48863	ENSG00000100505	TRIM9	Cluster_4
peak_48865	ENSG00000100505	TRIM9	Cluster_4
peak_48997	ENSG00000087303	NID2	Cluster_4
peak_49016	ENSG00000087303	NID2	Cluster_4
peak_49534	ENSG00000165617	DACT1	Cluster_4
peak_49778	ENSG00000126778	SIX1	Cluster_4
peak_49782	ENSG00000126778	SIX1	Cluster_4
peak_49785	ENSG00000139974	SLC38A6	Cluster_4
peak_49785	ENSG00000126814	TRMT5	Cluster_4
peak_49798	ENSG00000100625	SIX4	Cluster_4
peak_49801	ENSG00000100625	SIX4	Cluster_4
peak_49801	ENSG00000139974	SLC38A6	Cluster_4
peak_49801	ENSG00000126814	TRMT5	Cluster_4
peak_50176	ENSG00000033170	FUT8	Cluster_4
peak_51022	ENSG00000205683	DPF3	Cluster_4
peak_51026	ENSG00000205683	DPF3	Cluster_4
peak_51196	ENSG00000119682	AREL1	Cluster_4
peak_51659	ENSG00000185070	FLRT2	Cluster_4
peak_51664	ENSG00000185070	FLRT2	Cluster_4
peak_52215	ENSG00000227051	C14orf132	Cluster_4
peak_52845	ENSG00000100711	ZFYVE21	Cluster_4
peak_52845	ENSG00000126215	XRCC3	Cluster_4
peak_52845	ENSG00000203485	INF2	Cluster_4
peak_53095	ENSG00000206190	ATP10A	Cluster_4
peak_53318	ENSG00000134138	MEIS2	Cluster_4
peak_53490	ENSG00000137801	THBS1	Cluster_4
peak_53499	ENSG00000137801	THBS1	Cluster_4
peak_55132	ENSG00000140416	TPM1	Cluster_4
peak_55147	ENSG00000140416	TPM1	Cluster_4
peak_55172	ENSG00000140416	TPM1	Cluster_4
peak_55177	ENSG00000140416	TPM1	Cluster_4
peak_55182	ENSG00000140416	TPM1	Cluster_4
peak_55793	ENSG00000103647	CORO2B	Cluster_4
peak_55848	ENSG00000138604	GLCE	Cluster_4
peak_57220	ENSG00000183496	MEX3B	Cluster_4
peak_57245	ENSG00000183496	MEX3B	Cluster_4
peak_57823	ENSG00000182511	FES	Cluster_4
peak_57824	ENSG00000182511	FES	Cluster_4
peak_58622	ENSG00000131873	CHSY1	Cluster_4
peak_58744	ENSG00000103266	STUB1	Cluster_4
peak_58744	ENSG00000161999	JMJD8	Cluster_4
peak_58744	ENSG00000197774	EME2	Cluster_4
peak_58744	ENSG00000074071	MRPS34	Cluster_4
peak_59179	ENSG00000067836	ROGDI	Cluster_4
peak_60027	ENSG00000197006	METTL9	Cluster_4
peak_61656	ENSG00000140937	CDH11	Cluster_4
peak_61658	ENSG00000140937	CDH11	Cluster_4
peak_61873	ENSG00000102981	PARD6A	Cluster_4
peak_61873	ENSG00000102977	ACD	Cluster_4
peak_61873	ENSG00000159761	C16orf86	Cluster_4
peak_61873	ENSG00000124074	ENKD1	Cluster_4
peak_62669	ENSG00000171724	VAT1L	Cluster_4
peak_62670	ENSG00000171724	VAT1L	Cluster_4
peak_62672	ENSG00000171724	VAT1L	Cluster_4
peak_62673	ENSG00000171724	VAT1L	Cluster_4
peak_63198	ENSG00000131149	GSE1	Cluster_4
peak_63446	ENSG00000176692	FOXC2	Cluster_4
peak_63704	ENSG00000225614	ZNF469	Cluster_4
peak_65128	ENSG00000153976	HS3ST3A1	Cluster_4
peak_65129	ENSG00000153976	HS3ST3A1	Cluster_4
peak_65129	ENSG00000006695	COX10	Cluster_4
peak_65400	ENSG00000108557	RAI1	Cluster_4
peak_66301	ENSG00000108691	CCL2	Cluster_4
peak_66818	ENSG00000177469	CAVIN1	Cluster_4
peak_66868	ENSG00000108830	RND2	Cluster_4
peak_66868	ENSG00000108828	VAT1	Cluster_4
peak_66868	ENSG00000188554	NBR1	Cluster_4
peak_67089	ENSG00000004897	CDC27	Cluster_4
peak_67408	ENSG00000108821	COL1A1	Cluster_4
peak_67408	ENSG00000167105	TMEM92	Cluster_4
peak_67772	ENSG00000153944	MSI2	Cluster_4
peak_67874	ENSG00000108389	MTMR4	Cluster_4
peak_67977	ENSG00000153982	GDPD1	Cluster_4
peak_67977	ENSG00000108406	DHX40	Cluster_4
peak_68221	ENSG00000121068	TBX2	Cluster_4
peak_68239	ENSG00000121068	TBX2	Cluster_4
peak_68241	ENSG00000121068	TBX2	Cluster_4
peak_68681	ENSG00000108854	SMURF2	Cluster_4
peak_68718	ENSG00000176809	LRRC37A3	Cluster_4
peak_68756	ENSG00000120063	GNA13	Cluster_4
peak_68956	ENSG00000154229	PRKCA	Cluster_4
peak_69419	ENSG00000125398	SOX9	Cluster_4
peak_70268	ENSG00000184557	SOCS3	Cluster_4
peak_71359	ENSG00000168502	MTCL1	Cluster_4
peak_72233	ENSG00000198795	ZNF521	Cluster_4
peak_72853	ENSG00000152242	C18orf25	Cluster_4
peak_73009	ENSG00000134030	CTIF	Cluster_4
peak_73010	ENSG00000134030	CTIF	Cluster_4
peak_73122	ENSG00000101665	SMAD7	Cluster_4
peak_73130	ENSG00000101665	SMAD7	Cluster_4
peak_73133	ENSG00000101665	SMAD7	Cluster_4
peak_73612	ENSG00000074657	ZNF532	Cluster_4
peak_74321	ENSG00000160953	PWWP3A	Cluster_4
peak_74321	ENSG00000079313	REXO1	Cluster_4
peak_74597	ENSG00000167654	ATCAY	Cluster_4
peak_74788	ENSG00000105355	PLIN3	Cluster_4
peak_75329	ENSG00000171466	ZNF562	Cluster_4
peak_75329	ENSG00000196605	ZNF846	Cluster_4
peak_76382	ENSG00000006015	REX1BD	Cluster_4
peak_76382	ENSG00000006016	CRLF1	Cluster_4
peak_76737	ENSG00000121297	TSHZ3	Cluster_4
peak_76993	ENSG00000105697	HAMP	Cluster_4
peak_77096	ENSG00000105738	SIPA1L3	Cluster_4
peak_77096	ENSG00000171804	WDR87	Cluster_4
peak_77111	ENSG00000105738	SIPA1L3	Cluster_4
peak_77111	ENSG00000171804	WDR87	Cluster_4
peak_77113	ENSG00000105738	SIPA1L3	Cluster_4
peak_77113	ENSG00000171804	WDR87	Cluster_4
peak_77318	ENSG00000196235	SUPT5H	Cluster_4
peak_77318	ENSG00000105193	RPS16	Cluster_4
peak_77318	ENSG00000105204	DYRK1B	Cluster_4
peak_77318	ENSG00000105202	FBL	Cluster_4
peak_78114	ENSG00000042753	AP2S1	Cluster_4
peak_78116	ENSG00000160007	ARHGAP35	Cluster_4
peak_78722	ENSG00000105605	CACNG7	Cluster_4
peak_78958	ENSG00000130508	PXDN	Cluster_4
peak_78959	ENSG00000130508	PXDN	Cluster_4
peak_79058	ENSG00000151692	RNF144A	Cluster_4
peak_79273	ENSG00000151693	ASAP2	Cluster_4
peak_79651	ENSG00000071575	TRIB2	Cluster_4
peak_79685	ENSG00000071575	TRIB2	Cluster_4
peak_79935	ENSG00000143867	OSR1	Cluster_4
peak_79936	ENSG00000143867	OSR1	Cluster_4
peak_79967	ENSG00000143867	OSR1	Cluster_4
peak_79978	ENSG00000240857	RDH14	Cluster_4
peak_80261	ENSG00000173960	UBXN2A	Cluster_4
peak_80261	ENSG00000119778	ATAD2B	Cluster_4
peak_80453	ENSG00000119772	DNMT3A	Cluster_4
peak_80690	ENSG00000084734	GCKR	Cluster_4
peak_80690	ENSG00000115226	FNDC4	Cluster_4
peak_80695	ENSG00000084734	GCKR	Cluster_4
peak_80695	ENSG00000115226	FNDC4	Cluster_4
peak_80793	ENSG00000075426	FOSL2	Cluster_4
peak_81146	ENSG00000013016	EHD3	Cluster_4
peak_81146	ENSG00000214711	CAPN14	Cluster_4
peak_81455	ENSG00000163171	CDC42EP3	Cluster_4
peak_81701	ENSG00000183023	SLC8A1	Cluster_4
peak_82485	ENSG00000171150	SOCS5	Cluster_4
peak_82487	ENSG00000171150	SOCS5	Cluster_4
peak_82488	ENSG00000171150	SOCS5	Cluster_4
peak_82489	ENSG00000171150	SOCS5	Cluster_4
peak_82528	ENSG00000143933	CALM2	Cluster_4
peak_82528	ENSG00000273269	NA	Cluster_4
peak_82989	ENSG00000055813	CCDC85A	Cluster_4
peak_82991	ENSG00000055813	CCDC85A	Cluster_4
peak_83640	ENSG00000143995	MEIS1	Cluster_4
peak_84463	ENSG00000115363	EVA1A	Cluster_4
peak_84471	ENSG00000115363	EVA1A	Cluster_4
peak_84479	ENSG00000115363	EVA1A	Cluster_4
peak_84613	ENSG00000152284	TCF7L1	Cluster_4
peak_84614	ENSG00000152284	TCF7L1	Cluster_4
peak_85203	ENSG00000170485	NPAS2	Cluster_4
peak_85278	ENSG00000071054	MAP4K4	Cluster_4
peak_85308	ENSG00000071054	MAP4K4	Cluster_4
peak_85312	ENSG00000071054	MAP4K4	Cluster_4
peak_85715	ENSG00000172985	SH3RF3	Cluster_4
peak_85867	ENSG00000153214	TMEM87B	Cluster_4
peak_85867	ENSG00000125611	CHCHD5	Cluster_4
peak_86773	ENSG00000150551	LYPD1	Cluster_4
peak_87450	ENSG00000115963	RND3	Cluster_4
peak_87451	ENSG00000115963	RND3	Cluster_4
peak_87539	ENSG00000157827	FMNL2	Cluster_4
peak_87894	ENSG00000115183	TANC1	Cluster_4
peak_88041	ENSG00000153250	RBMS1	Cluster_4
peak_89667	ENSG00000144369	FAM171B	Cluster_4
peak_89667	ENSG00000163012	ZSWIM2	Cluster_4
peak_89745	ENSG00000168542	COL3A1	Cluster_4
peak_89746	ENSG00000168542	COL3A1	Cluster_4
peak_89750	ENSG00000168542	COL3A1	Cluster_4
peak_89751	ENSG00000168542	COL3A1	Cluster_4
peak_89752	ENSG00000168542	COL3A1	Cluster_4
peak_90297	ENSG00000115896	PLCL1	Cluster_4
peak_90560	ENSG00000064012	CASP8	Cluster_4
peak_90560	ENSG00000082126	MPP4	Cluster_4
peak_90626	ENSG00000155760	FZD7	Cluster_4
peak_90656	ENSG00000204217	BMPR2	Cluster_4
peak_90796	ENSG00000173166	RAPH1	Cluster_4
peak_90939	ENSG00000118257	NRP2	Cluster_4
peak_91071	ENSG00000118263	KLF7	Cluster_4
peak_91078	ENSG00000118263	KLF7	Cluster_4
peak_91439	ENSG00000115414	FN1	Cluster_4
peak_91440	ENSG00000115414	FN1	Cluster_4
